msno,is_churn,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,city,bd,gender,registered_via,trans_month,trans_year,expire_month,expire_year,registration_month,registration_year,membership_duration,autorenew_._not_cancel,registration_duration,reg_mem_duration
54224,0,40,30,149,149,1,5,27,1,9,5,2016,6,2016,7,2014,30,1,701,671
251797,0,36,30,180,180,1,1,32,1,4,7,2016,8,2016,6,2016,31,1,34,3
225405,0,41,30,149,119,1,14,39,0,7,7,2015,2,2016,12,2011,211,1,1509,1298
368814,0,40,30,149,149,1,9,32,0,9,7,2015,8,2015,1,2011,30,1,1673,1643
184640,0,31,30,149,149,1,4,50,1,9,4,2016,5,2016,8,2007,31,1,3216,3185
54016,0,29,30,180,180,0,13,18,1,4,11,2016,12,2016,2,2016,30,0,310,280
80575,0,34,30,149,149,1,5,51,0,9,12,2015,1,2016,6,2013,31,1,970,939
347697,0,36,30,180,180,1,13,30,0,9,5,2016,6,2016,8,2007,30,1,3205,3175
242912,0,29,30,180,180,0,14,38,0,9,9,2016,10,2016,6,2007,30,0,3431,3401
161232,0,37,30,149,149,1,5,33,1,9,5,2016,6,2016,3,2011,32,1,1921,1889
70853,0,39,31,149,149,1,13,27,0,9,1,2015,3,2015,6,2007,30,1,2831,2801
309467,0,34,0,0,149,1,17,26,1,9,6,2015,7,2015,2,2007,31,1,3086,3055
119355,0,39,30,149,149,1,13,24,1,9,1,2016,3,2016,4,2013,50,1,1060,1010
5754,0,41,30,149,149,1,22,23,1,7,1,2017,2,2017,5,2013,31,1,1351,1320
334215,0,37,31,149,149,1,13,34,1,9,3,2015,4,2015,9,2013,31,1,579,548
193189,0,40,30,149,149,1,5,32,0,9,12,2016,1,2017,12,2014,30,1,743,713
280027,0,41,30,149,149,1,5,26,1,7,1,2017,2,2017,8,2013,31,1,1265,1234
385459,0,31,0,0,149,1,5,53,0,9,6,2015,7,2015,2,2007,31,1,3095,3064
317021,0,37,30,149,149,1,13,24,0,4,6,2016,6,2016,12,2015,-1,0,186,187
200528,0,41,30,99,99,1,5,38,0,7,3,2016,4,2016,7,2013,31,1,1006,975
55491,0,41,30,149,149,1,1,0,1,7,8,2016,9,2016,4,2014,31,1,883,852
37535,0,40,30,149,149,1,13,32,1,9,7,2016,8,2016,5,2009,30,1,2646,2616
190642,0,36,30,180,180,1,15,0,1,3,12,2016,12,2016,3,2015,-1,0,635,636
75993,0,37,30,149,149,1,4,31,0,3,12,2016,1,2017,1,2015,30,1,719,689
325390,0,40,30,149,149,1,5,37,0,9,1,2017,2,2017,6,2013,31,1,1351,1320
121947,0,41,30,99,99,1,1,0,0,7,10,2016,11,2016,8,2013,31,1,1177,1146
80223,0,41,30,149,149,1,5,28,1,7,6,2015,7,2015,1,2015,30,1,180,150
91805,0,41,30,129,129,1,14,26,0,7,10,2016,11,2016,4,2016,31,1,213,182
103556,0,39,31,149,149,1,4,26,1,3,3,2015,5,2015,3,2013,45,1,800,755
108306,0,37,31,149,149,1,13,22,1,3,3,2015,4,2015,1,2014,32,1,455,423
313445,0,34,30,149,149,1,4,38,0,9,1,2017,2,2017,7,2006,28,1,3893,3865
131430,0,41,30,149,149,1,15,29,1,7,6,2015,7,2015,8,2013,30,1,698,668
205026,0,39,30,149,149,1,13,28,1,9,9,2015,11,2015,7,2007,58,1,3052,2994
298985,0,37,30,149,149,1,5,25,1,9,2,2017,3,2017,12,2009,27,1,2660,2633
231330,0,40,30,149,149,1,9,28,0,3,1,2017,2,2017,12,2012,30,1,1521,1491
172953,0,36,30,180,180,1,10,39,0,9,8,2016,10,2016,3,2009,36,1,2755,2719
334323,0,34,0,0,149,1,10,27,1,9,10,2015,11,2015,12,2007,30,1,2891,2861
339769,0,41,30,149,149,1,4,30,0,7,10,2015,11,2015,11,2013,31,1,729,698
232961,0,39,30,149,149,1,11,22,0,3,1,2017,3,2017,2,2013,34,1,1479,1445
245943,0,36,30,180,180,1,4,29,0,9,11,2016,1,2017,7,2012,37,1,1627,1590
336484,0,39,30,149,149,1,13,27,0,3,7,2016,9,2016,6,2015,55,1,460,405
237803,0,40,30,149,149,1,5,29,1,9,7,2016,8,2016,3,2007,30,1,3450,3420
382776,0,31,30,149,149,1,13,33,0,9,11,2015,12,2015,8,2010,31,1,1970,1939
170870,0,39,31,149,149,1,6,23,0,9,3,2015,5,2015,8,2012,53,1,995,942
50286,0,40,30,149,149,1,13,37,1,9,8,2016,9,2016,10,2004,30,1,4348,4318
220179,0,27,30,149,149,1,15,34,1,9,7,2016,8,2016,5,2007,30,1,3362,3332
82841,0,41,30,99,99,1,13,27,1,7,10,2016,11,2016,6,2013,31,1,1240,1209
278751,0,41,30,149,149,1,1,0,0,7,10,2016,12,2016,5,2013,61,1,1309,1248
52727,0,40,31,149,149,1,13,32,0,9,1,2015,2,2015,7,2011,33,1,1290,1257
182240,0,39,30,149,149,1,5,23,1,3,1,2017,2,2017,9,2012,38,1,1613,1575
13153,0,36,30,150,150,0,4,36,1,3,6,2015,7,2015,5,2015,30,0,38,8
296574,0,39,30,149,149,1,10,25,1,9,12,2016,2,2017,5,2014,35,1,1007,972
175205,0,41,30,129,129,1,13,29,0,7,6,2016,7,2016,9,2012,30,1,1406,1376
187952,0,36,30,180,180,0,13,23,0,9,2,2017,3,2017,6,2007,30,0,3566,3536
333533,0,41,30,149,149,1,17,20,1,7,2,2017,3,2017,4,2016,28,1,333,305
351956,0,37,30,149,149,1,13,42,1,3,6,2016,7,2016,10,2013,29,1,1012,983
288742,0,37,30,149,149,1,22,34,0,9,11,2016,12,2016,2,2011,31,1,2131,2100
307997,0,41,30,149,149,1,4,38,1,7,4,2015,5,2015,4,2010,31,1,1848,1817
278597,0,40,30,149,149,1,22,25,0,9,10,2016,11,2016,8,2006,30,1,3755,3725
204502,0,38,30,149,149,0,13,22,1,9,11,2015,12,2015,5,2012,30,0,1301,1271
302589,0,41,30,99,99,1,15,38,1,7,12,2016,1,2017,11,2010,31,1,2247,2216
294898,0,41,30,129,129,1,22,26,1,7,8,2015,9,2015,3,2011,32,1,1645,1613
104802,0,40,30,149,149,1,9,0,0,3,7,2016,8,2016,5,2014,30,1,829,799
161217,0,41,30,149,149,1,4,26,1,7,10,2016,11,2016,3,2013,31,1,1339,1308
181541,0,39,30,149,149,1,13,27,0,9,7,2015,9,2015,6,2005,33,1,3728,3695
225926,0,40,30,149,149,1,5,53,0,9,12,2015,1,2016,1,2011,31,1,1804,1773
148321,0,40,30,149,149,1,13,43,1,9,12,2016,1,2017,8,2007,30,1,3455,3425
268411,0,35,7,0,0,0,14,22,1,3,6,2015,6,2015,1,2012,12,0,1243,1231
18814,0,38,30,149,149,0,1,17,1,3,4,2016,5,2016,8,2015,30,0,280,250
175614,0,37,30,149,149,1,5,29,1,9,3,2016,4,2016,4,2014,30,1,728,698
227095,0,41,30,99,99,1,13,40,0,7,7,2016,8,2016,3,2013,31,1,1246,1215
114613,0,40,31,149,149,1,4,25,0,3,4,2015,5,2015,6,2013,31,1,686,655
148332,0,31,30,149,149,1,11,28,1,9,11,2015,12,2015,11,2013,31,1,789,758
282132,0,39,30,149,149,1,6,26,0,9,8,2015,10,2015,8,2011,36,1,1525,1489
365011,0,37,31,149,149,1,13,24,1,9,1,2015,2,2015,7,2006,31,1,3142,3111
39976,0,39,0,0,149,1,14,26,1,7,4,2015,6,2015,8,2012,43,1,1015,972
114420,0,36,30,180,180,0,13,29,0,7,4,2016,5,2016,2,2014,30,0,823,793
44768,0,41,30,129,129,1,4,21,1,7,12,2016,1,2017,8,2015,31,1,514,483
367948,0,41,30,149,149,1,4,27,1,7,2,2017,3,2017,11,2010,28,1,2294,2266
377610,0,31,30,149,149,1,3,30,0,9,2,2017,3,2017,11,2010,31,1,2326,2295
177272,0,34,30,149,149,1,4,27,1,9,5,2016,6,2016,9,2005,30,1,3931,3901
123668,0,33,30,149,149,1,15,26,1,9,1,2016,2,2016,10,2011,29,1,1591,1562
295758,0,33,0,0,149,1,22,33,0,9,9,2015,10,2015,3,2008,31,1,2795,2764
101271,0,40,30,149,149,1,13,21,0,9,9,2016,10,2016,6,2012,36,1,1593,1557
218537,0,33,0,0,149,1,5,37,0,9,3,2015,4,2015,3,2014,30,1,420,390
134471,0,37,31,149,149,1,22,34,1,9,2,2015,3,2015,11,2009,28,1,1955,1927
319936,0,34,0,0,149,1,13,33,0,9,6,2015,7,2015,1,2009,31,1,2399,2368
126139,0,40,30,149,149,1,13,32,0,9,3,2016,4,2016,8,2005,32,1,3912,3880
69738,0,41,30,99,99,1,15,30,0,7,12,2016,1,2017,10,2011,31,1,1895,1864
311477,0,40,0,0,149,1,22,31,0,9,5,2015,6,2015,2,2013,30,1,851,821
347726,0,41,30,129,129,1,14,48,0,7,10,2016,11,2016,6,2010,32,1,2344,2312
374618,0,40,30,149,149,1,13,32,1,9,5,2016,6,2016,1,2011,30,1,1987,1957
5621,0,33,0,0,149,1,17,24,1,3,8,2015,9,2015,10,2013,30,1,724,694
205805,0,41,30,149,119,1,17,26,1,7,6,2015,7,2015,11,2011,31,1,1335,1304
201399,0,19,30,149,149,1,15,41,0,9,11,2015,1,2016,7,2005,58,1,3857,3799
246472,0,33,30,149,149,1,4,25,1,9,6,2016,7,2016,7,2005,31,1,4046,4015
106059,0,34,30,149,149,1,4,39,1,3,7,2016,8,2016,9,2012,31,1,1460,1429
189108,0,33,30,149,149,1,5,26,1,9,1,2016,2,2016,11,2007,29,1,3020,2991
116670,0,38,30,149,149,0,5,17,0,9,11,2016,12,2016,9,2014,30,0,805,775
289863,0,39,30,149,149,1,15,43,0,9,11,2016,1,2017,12,2007,52,1,3320,3268
81333,0,37,30,149,149,1,13,27,0,3,2,2017,3,2017,9,2012,27,1,1642,1615
192419,0,39,30,149,149,1,5,31,1,9,11,2015,12,2015,11,2006,37,1,3319,3282
237784,0,36,30,180,180,1,5,26,1,4,1,2017,2,2017,5,2016,30,1,274,244
379338,0,41,30,99,99,1,13,44,0,7,12,2016,12,2016,12,2016,0,0,0,0
371662,0,37,30,149,149,1,6,26,1,4,5,2016,6,2016,1,2016,30,1,132,102
163329,0,34,0,0,149,1,4,29,1,9,3,2015,4,2015,8,2009,30,1,2075,2045
84951,0,41,30,149,149,1,8,22,1,7,2,2016,3,2016,3,2014,29,1,730,701
247582,0,40,30,149,149,1,14,18,0,9,9,2015,10,2015,11,2014,29,1,331,302
30512,0,39,30,149,149,1,22,25,0,9,7,2016,9,2016,7,2014,46,1,791,745
347135,0,36,30,180,180,1,5,54,1,9,10,2016,11,2016,1,2011,30,1,2135,2105
169430,0,38,30,149,149,0,17,21,1,4,5,2016,6,2016,5,2016,30,0,37,7
178432,0,41,30,149,149,1,4,30,1,7,9,2015,10,2015,12,2011,31,1,1406,1375
223997,0,41,30,149,149,1,5,50,0,7,6,2015,7,2015,5,2011,31,1,1537,1506
325703,0,39,30,149,149,1,4,27,0,9,11,2015,12,2015,6,2010,34,1,2000,1966
371198,0,41,30,149,149,1,1,0,0,7,3,2015,5,2015,7,2013,31,1,669,638
363411,0,41,30,149,149,1,5,0,0,7,1,2017,2,2017,8,2014,31,1,914,883
236135,0,41,30,149,149,1,13,35,0,7,12,2015,1,2016,4,2014,31,1,641,610
245068,0,38,30,149,149,0,14,26,1,3,4,2016,5,2016,4,2012,30,0,1488,1458
68164,0,40,30,149,149,1,18,28,1,3,7,2016,8,2016,11,2014,30,1,616,586
49748,0,41,30,99,99,1,1,0,0,7,6,2016,7,2016,7,2013,30,1,1107,1077
350812,0,37,31,149,149,1,13,38,0,9,2,2015,3,2015,9,2009,29,1,2000,1971
186482,0,37,30,149,149,1,13,29,1,3,1,2016,2,2016,1,2015,30,1,375,345
60705,0,34,0,0,149,1,8,39,0,9,10,2015,11,2015,5,2005,30,1,3842,3812
54881,0,41,30,99,99,1,1,0,0,7,8,2016,9,2016,4,2014,31,1,892,861
322091,0,41,30,99,99,1,21,27,1,7,2,2017,3,2017,9,2012,28,1,1640,1612
348936,0,40,30,149,149,1,17,32,1,3,11,2016,12,2016,9,2014,29,1,802,773
95238,0,37,30,149,149,1,22,23,1,3,10,2016,11,2016,5,2013,32,1,1286,1254
249045,0,39,31,149,149,1,22,21,0,9,2,2015,4,2015,12,2008,48,1,2323,2275
362573,0,37,30,149,149,1,14,24,1,9,11,2016,12,2016,6,2009,29,1,2744,2715
329502,0,36,30,180,180,1,4,26,1,3,11,2016,12,2016,2,2014,29,1,1034,1005
196767,0,40,30,149,149,1,5,51,1,9,9,2015,10,2015,3,2006,36,1,3505,3469
113230,0,36,30,150,150,0,13,38,1,7,6,2015,7,2015,8,2011,30,0,1421,1391
354804,0,38,30,149,149,0,9,25,1,3,6,2015,7,2015,2,2015,33,0,164,131
254322,0,35,7,0,0,0,5,34,0,9,9,2016,9,2016,12,2004,5,0,4273,4268
213564,0,36,30,150,150,0,5,36,1,9,1,2016,2,2016,5,2012,30,0,1360,1330
172674,0,40,30,149,149,1,5,41,0,3,7,2016,8,2016,9,2014,30,1,704,674
145076,0,40,30,149,149,1,18,23,0,9,7,2016,8,2016,5,2013,31,1,1198,1167
311857,0,34,30,149,149,1,13,30,0,9,5,2016,6,2016,6,2007,30,1,3295,3265
67768,0,41,30,99,99,1,5,21,0,7,8,2016,9,2016,10,2014,31,1,703,672
8504,0,41,30,149,119,1,5,32,0,7,5,2015,6,2016,2,2014,383,1,849,466
73577,0,34,0,0,149,1,18,56,1,9,6,2015,7,2015,3,2011,31,1,1611,1580
173348,0,36,30,180,180,1,11,23,1,3,2,2017,3,2017,4,2012,27,1,1797,1770
347061,0,40,30,149,149,1,12,28,0,3,1,2017,2,2017,5,2014,30,1,979,949
331604,0,39,0,0,149,1,7,30,0,9,4,2015,6,2015,12,2006,45,1,3112,3067
14512,0,39,30,149,149,1,13,25,0,9,11,2015,12,2015,3,2008,49,1,2837,2788
232196,0,37,30,149,149,1,4,24,0,9,7,2016,8,2016,1,2012,30,1,1671,1641
273002,0,41,30,149,149,1,11,30,1,7,7,2016,8,2016,11,2011,32,1,1755,1723
380986,0,41,30,149,119,1,5,30,1,7,5,2015,11,2015,4,2012,185,1,1312,1127
269831,0,41,30,149,149,1,8,36,1,7,7,2016,8,2016,3,2012,31,1,1623,1592
352723,0,31,0,0,149,1,6,24,0,3,9,2015,10,2015,1,2013,31,1,1021,990
267746,0,39,30,149,149,1,22,32,0,3,9,2016,11,2016,6,2012,52,1,1628,1576
193700,0,34,0,0,149,1,13,47,1,9,8,2015,9,2015,12,2005,30,1,3566,3536
354998,0,37,31,149,149,1,5,32,0,9,2,2015,3,2015,3,2007,28,1,2910,2882
305547,0,39,30,149,149,1,13,20,1,9,9,2015,11,2015,11,2011,35,1,1444,1409
332549,0,37,30,149,149,1,13,23,1,9,6,2016,7,2016,3,2009,29,1,2670,2641
330742,0,41,30,129,129,1,7,32,1,7,5,2016,6,2016,11,2010,32,1,2039,2007
10039,0,41,30,129,129,1,6,37,0,7,8,2015,9,2015,5,2015,33,1,123,90
379736,0,40,31,149,149,1,14,35,0,9,4,2015,5,2015,6,2006,29,1,3243,3214
247556,0,40,30,149,149,1,13,26,0,9,9,2015,10,2015,4,2013,29,1,906,877
245070,0,41,30,129,129,1,4,31,1,7,6,2016,7,2016,12,2010,31,1,2039,2008
322554,0,40,31,149,149,1,8,41,0,9,1,2015,2,2015,6,2004,30,1,3893,3863
327364,0,39,0,0,149,1,13,29,0,9,4,2015,6,2015,7,2008,48,1,2533,2485
196333,0,38,30,149,149,0,17,21,1,3,11,2016,12,2016,8,2016,30,0,121,91
347614,0,40,31,149,149,1,22,28,0,3,2,2015,3,2015,1,2014,28,1,433,405
315866,0,39,30,149,149,1,10,22,0,9,9,2016,11,2016,7,2015,32,1,483,451
347427,0,37,30,149,149,1,4,30,0,3,10,2015,11,2015,2,2014,37,1,645,608
325793,0,40,30,149,149,1,13,33,1,9,8,2015,9,2015,1,2011,31,1,1719,1688
299672,0,41,30,149,149,1,22,43,0,7,6,2015,7,2015,3,2012,31,1,1234,1203
248947,0,31,30,149,149,1,13,22,0,9,6,2016,7,2016,10,2011,31,1,1737,1706
266455,0,41,30,149,149,1,13,27,0,7,9,2016,11,2016,9,2012,32,1,1510,1478
228729,0,39,30,149,149,1,13,21,1,3,9,2016,11,2016,9,2013,32,1,1155,1123
316780,0,39,30,149,149,1,5,24,1,3,5,2015,7,2015,5,2013,45,1,799,754
79197,0,34,30,149,149,1,22,31,0,9,2,2017,3,2017,12,2006,31,1,3746,3715
37395,0,39,31,149,149,1,18,28,0,3,3,2015,5,2015,3,2013,44,1,774,730
352297,0,40,30,149,149,1,13,30,0,3,8,2015,9,2015,1,2013,30,1,977,947
141374,0,41,30,149,149,1,9,32,1,7,6,2015,8,2016,6,2012,427,1,1547,1120
187079,0,33,30,149,149,1,5,21,1,9,1,2017,2,2017,12,2013,28,1,1180,1152
55706,0,29,30,180,180,1,13,26,0,3,2,2017,3,2017,6,2012,28,1,1743,1715
226751,0,37,30,149,149,1,15,48,0,9,6,2016,7,2016,9,2014,29,1,669,640
131003,0,40,30,149,149,1,13,48,0,9,1,2017,2,2017,12,2011,30,1,1897,1867
124208,0,34,30,149,149,1,4,26,0,9,11,2015,12,2015,7,2007,31,1,3102,3071
338848,0,41,30,149,149,1,18,0,0,7,11,2015,12,2015,1,2012,31,1,1420,1389
69671,0,40,30,149,149,1,22,35,1,9,9,2015,10,2015,1,2010,30,1,2092,2062
113003,0,41,30,129,129,1,13,22,1,7,5,2015,6,2015,6,2013,31,1,744,713
135784,0,40,31,149,149,1,5,44,0,9,2,2015,3,2015,12,2010,27,1,1551,1524
353749,0,40,31,149,149,1,5,44,0,9,2,2015,3,2015,5,2007,28,1,2853,2825
155254,0,34,0,0,149,1,13,19,0,9,10,2015,11,2015,3,2008,30,1,2803,2773
335730,0,39,30,149,149,1,14,22,0,9,10,2016,12,2016,10,2013,50,1,1157,1107
135043,0,37,30,149,149,1,4,45,0,9,12,2016,1,2017,1,2012,31,1,1833,1802
123396,0,41,30,129,129,1,5,23,1,7,12,2015,1,2016,3,2015,31,1,306,275
319446,0,38,30,149,149,0,14,28,1,3,7,2016,8,2016,5,2015,52,0,458,406
58401,0,41,30,99,99,1,13,35,0,7,2,2016,3,2016,9,2015,29,1,181,152
361714,0,40,30,149,149,1,10,27,1,9,6,2016,7,2016,11,2006,29,1,3528,3499
308889,0,34,30,149,149,1,22,26,1,9,6,2016,9,2016,7,2006,72,1,3711,3639
188737,0,41,30,149,119,1,13,33,1,7,4,2015,5,2015,2,2012,30,1,1178,1148
139171,0,41,30,149,149,1,4,28,1,7,5,2015,2,2016,2,2011,274,1,1840,1566
197983,0,40,30,149,149,1,17,23,0,3,9,2015,10,2015,7,2013,29,1,829,800
380377,0,37,30,149,149,1,4,18,0,3,7,2015,8,2015,4,2012,31,1,1228,1197
321788,0,41,30,99,99,1,4,28,1,7,2,2017,3,2017,6,2013,31,1,1373,1342
138197,0,40,30,149,149,1,5,50,0,9,2,2017,3,2017,5,2008,30,1,3240,3210
12199,0,38,30,149,149,0,1,38,0,4,2,2017,3,2017,10,2015,30,0,527,497
329626,0,39,30,149,149,1,13,56,1,3,8,2016,10,2016,10,2015,43,1,373,330
161401,0,39,30,149,149,1,13,29,1,3,11,2016,1,2017,2,2013,41,1,1431,1390
314966,0,37,0,0,149,1,13,24,1,9,5,2015,6,2015,1,2012,30,1,1254,1224
144177,0,36,30,180,180,1,1,24,1,3,11,2016,12,2016,8,2015,29,1,488,459
258865,0,39,30,149,149,1,5,30,1,9,10,2016,12,2016,9,2007,40,1,3387,3347
296060,0,39,31,149,149,1,22,24,1,9,3,2015,5,2015,9,2011,52,1,1340,1288
7611,0,40,30,149,149,1,5,65,0,9,11,2016,12,2016,8,2008,33,1,3049,3016
340863,0,41,30,129,129,1,15,35,1,7,5,2016,6,2016,5,2010,32,1,2223,2191
350950,0,37,30,149,149,1,4,26,1,9,11,2015,12,2015,1,2012,29,1,1428,1399
159766,0,34,30,149,149,1,13,28,1,9,11,2016,1,2017,9,2009,32,1,2653,2621
332566,0,41,30,149,149,1,13,41,1,7,3,2015,4,2015,2,2012,32,1,1147,1115
57327,0,39,30,149,149,1,13,32,0,9,11,2015,12,2015,11,2009,54,1,2223,2169
104114,0,31,30,149,149,1,18,33,1,3,2,2017,3,2017,8,2012,31,1,1689,1658
11948,0,41,30,149,149,1,10,26,0,7,6,2015,7,2015,10,2013,30,1,623,593
94583,0,40,30,149,149,1,4,54,1,9,9,2015,10,2015,11,2009,30,1,2159,2129
367753,0,27,30,149,149,1,22,21,0,3,4,2016,5,2016,12,2013,29,1,889,860
156555,0,30,30,149,149,1,13,32,0,13,12,2016,1,2017,9,2016,30,1,121,91
261906,0,38,30,149,149,0,12,20,0,9,1,2017,2,2017,4,2016,33,0,296,263
211368,0,33,0,0,149,1,13,44,1,9,7,2015,8,2015,7,2015,31,1,46,15
188812,0,40,31,149,149,1,5,26,0,9,2,2015,3,2015,10,2011,29,1,1253,1224
154943,0,41,30,129,129,1,5,36,0,7,2,2016,7,2016,11,2010,167,1,2084,1917
337047,0,41,30,129,129,1,14,27,1,7,12,2015,1,2016,11,2013,31,1,817,786
355533,0,39,30,149,149,1,5,32,0,9,1,2016,3,2016,1,2011,56,1,1888,1832
199839,0,39,30,149,149,1,14,28,0,9,7,2016,9,2016,4,2006,49,1,3797,3748
299783,0,40,31,149,149,1,6,35,0,9,3,2015,4,2015,1,2006,30,1,3355,3325
81109,0,41,30,129,129,1,15,33,1,7,8,2015,9,2015,5,2015,31,1,122,91
123113,0,23,30,134,134,1,13,41,0,9,4,2016,5,2016,11,2013,31,1,930,899
379786,0,40,30,149,149,1,5,29,1,9,10,2015,11,2015,10,2005,31,1,3686,3655
244710,0,36,30,180,180,1,17,26,0,9,11,2016,12,2016,5,2008,29,1,3141,3112
371422,0,37,30,149,149,1,14,25,0,4,2,2016,3,2016,12,2015,29,1,93,64
230625,0,41,30,99,99,1,13,26,0,7,8,2016,9,2016,9,2015,31,1,357,326
349388,0,39,31,149,149,1,13,27,0,9,3,2015,5,2015,5,2011,35,1,1464,1429
313886,0,40,30,149,149,1,5,54,1,9,6,2016,7,2016,1,2011,29,1,1997,1968
65146,0,40,30,149,149,1,13,45,1,9,11,2016,12,2016,9,2005,35,1,4105,4070
40615,0,36,30,180,180,1,17,29,1,9,9,2016,10,2016,1,2010,29,1,2460,2431
116886,0,39,30,149,149,1,11,25,1,9,1,2016,3,2016,2,2008,43,1,2949,2906
100090,0,37,30,149,149,1,13,37,0,9,2,2016,3,2016,5,2008,30,1,2862,2832
361608,0,38,30,149,149,0,5,26,1,9,3,2015,4,2015,4,2009,30,0,2184,2154
357685,0,30,30,149,0,1,22,20,0,4,12,2016,1,2017,11,2015,33,1,437,404
141603,0,37,30,149,149,1,4,28,0,9,9,2016,9,2016,5,2005,29,1,4142,4113
329251,0,39,30,149,149,1,4,29,0,9,8,2016,10,2016,8,2004,52,1,4451,4399
105944,0,40,30,149,149,1,4,36,1,9,6,2016,7,2016,6,2012,31,1,1495,1464
188499,0,39,31,149,149,1,13,41,1,9,3,2015,5,2015,9,2011,40,1,1319,1279
271327,0,37,30,149,149,1,13,25,0,9,8,2016,9,2016,3,2011,30,1,2021,1991
5708,0,39,30,149,149,1,22,25,0,9,11,2016,1,2017,5,2012,34,1,1708,1674
26870,0,40,31,149,149,1,6,37,1,3,2,2015,3,2015,10,2012,27,1,890,863
88368,0,33,30,149,149,1,4,32,0,9,12,2015,1,2016,11,2011,31,1,1542,1511
10135,0,34,30,149,149,1,13,31,1,9,6,2016,7,2016,2,2008,31,1,3101,3070
9594,0,40,30,149,149,1,22,24,0,9,10,2016,11,2016,6,2010,30,1,2351,2321
67422,0,34,30,149,149,1,4,27,1,9,11,2016,12,2016,9,2005,31,1,4115,4084
183949,0,41,0,0,119,1,22,28,0,7,5,2015,6,2015,3,2011,32,1,1556,1524
300591,0,40,30,149,149,1,5,30,0,9,1,2017,2,2017,5,2012,36,1,1730,1694
90541,0,40,30,149,149,1,22,23,0,9,10,2016,11,2016,10,2013,35,1,1135,1100
371878,0,39,31,149,149,1,13,28,0,3,1,2015,3,2015,1,2012,50,1,1163,1113
2508,0,39,30,149,149,1,4,33,1,3,11,2016,1,2017,3,2012,36,1,1758,1722
57464,0,37,31,149,149,1,5,36,0,9,1,2015,2,2015,8,2006,32,1,3107,3075
319872,0,38,30,149,149,0,13,21,1,3,4,2016,5,2016,12,2013,30,0,882,852
128198,0,40,30,149,149,1,5,31,0,9,9,2016,10,2016,11,2007,29,1,3258,3229
280111,0,36,30,180,180,1,22,0,0,9,12,2016,1,2017,7,2005,30,1,4179,4149
81735,0,41,30,99,99,1,21,31,0,7,7,2016,8,2016,1,2016,31,1,213,182
2045,0,39,30,149,149,1,13,20,0,9,6,2015,8,2015,6,2009,37,1,2245,2208
268829,0,37,30,149,149,1,13,34,1,9,6,2016,7,2016,6,2013,29,1,1119,1090
53013,0,34,0,0,149,1,6,30,1,9,10,2015,11,2015,11,2005,30,1,3663,3633
162622,0,40,30,149,149,1,5,58,0,4,8,2016,9,2016,10,2015,32,1,338,306
64535,0,39,30,149,149,1,11,25,0,9,7,2015,9,2015,3,2012,35,1,1256,1221
208383,0,38,30,149,149,0,15,18,1,3,11,2016,12,2016,3,2016,30,0,264,234
176296,0,41,30,149,149,1,5,30,1,7,9,2016,9,2016,3,2015,0,0,548,548
224050,0,39,30,149,149,1,13,29,1,9,1,2016,3,2016,3,2007,56,1,3295,3239
237907,0,36,30,180,180,1,13,23,1,3,12,2016,1,2017,12,2013,30,1,1141,1111
146260,0,40,30,149,149,1,5,45,1,9,2,2017,3,2017,8,2012,27,1,1652,1625
288886,0,40,30,149,149,1,4,25,1,9,4,2016,5,2016,8,2004,29,1,4275,4246
385692,0,38,30,149,149,0,14,39,1,3,2,2015,3,2015,1,2013,32,0,768,736
247010,0,41,30,99,99,1,3,52,1,7,11,2015,12,2015,10,2015,30,1,60,30
87160,0,41,30,149,149,1,5,24,1,7,6,2015,7,2015,11,2014,31,1,248,217
116267,0,33,0,0,149,1,4,53,1,9,3,2015,4,2015,12,2008,30,1,2332,2302
93398,0,34,0,0,149,1,5,11,0,9,3,2015,4,2015,3,2005,30,1,3695,3665
297584,0,37,30,149,149,1,22,28,0,3,8,2016,9,2016,9,2013,31,1,1096,1065
264302,0,39,30,149,149,1,14,29,0,9,7,2015,9,2015,3,2012,35,1,1282,1247
374977,0,39,30,149,149,1,14,38,1,9,8,2016,10,2016,10,2011,36,1,1821,1785
281154,0,37,31,149,149,1,13,22,0,3,2,2015,3,2015,7,2012,34,1,981,947
210322,0,41,30,149,149,1,13,22,0,7,2,2017,3,2017,5,2012,29,1,1765,1736
86134,0,41,30,149,149,1,13,21,1,7,5,2015,6,2015,1,2012,32,1,1247,1215
146311,0,36,30,180,180,1,13,50,0,9,7,2016,8,2016,2,2008,30,1,3088,3058
6810,0,40,31,149,149,1,13,29,0,9,1,2015,2,2015,10,2006,30,1,3024,2994
297543,0,38,30,149,149,0,5,44,1,9,8,2016,9,2016,6,2011,30,0,1918,1888
159878,0,41,30,149,149,1,8,32,1,7,9,2015,10,2015,6,2011,31,1,1579,1548
239705,0,41,30,149,119,1,12,0,1,7,1,2015,2,2015,5,2013,31,1,650,619
130336,0,38,120,477,477,0,22,21,0,3,10,2016,2,2017,10,2014,120,0,829,709
370644,0,30,30,100,100,1,22,20,1,3,2,2017,3,2017,2,2015,27,1,743,716
58985,0,38,30,149,149,0,1,29,1,3,1,2016,2,2016,9,2015,30,0,141,111
276223,0,40,30,149,149,1,9,42,1,3,10,2015,11,2015,11,2012,37,1,1102,1065
218058,0,23,30,149,129,1,22,19,1,3,12,2016,1,2017,11,2015,31,1,451,420
