msno,is_churn,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,city,bd,gender,registered_via,trans_month,trans_year,expire_month,expire_year,registration_month,registration_year,membership_duration,autorenew_._not_cancel,registration_duration,reg_mem_duration
330038,0,40,30,149,149,1,6,37,1,4,12,2016,1,2017,9,2016,33,1,124,91
230024,0,36,30,180,180,0,5,32,0,3,7,2016,8,2016,10,2015,30,0,316,286
9818,0,34,30,149,149,1,15,41,0,9,8,2016,9,2016,7,2006,30,1,3714,3684
78101,0,41,30,149,149,1,18,30,1,7,1,2015,2,2015,2,2012,32,1,1091,1059
49756,0,41,30,149,149,1,14,26,1,7,3,2016,4,2016,9,2013,31,1,965,934
150601,0,39,30,149,149,1,5,40,0,9,11,2016,1,2017,11,2006,58,1,3739,3681
332409,0,40,30,149,149,1,22,0,0,9,9,2016,10,2016,9,2005,29,1,4055,4026
154428,0,41,30,99,99,1,13,39,0,7,4,2016,5,2016,12,2010,34,1,2000,1966
325657,0,41,30,149,149,1,5,38,0,7,11,2016,12,2016,9,2013,30,1,1171,1141
59225,0,40,30,149,149,1,9,34,1,9,1,2016,2,2016,1,2010,32,1,2218,2186
58249,0,39,30,149,149,1,10,25,1,9,1,2017,3,2017,12,2014,39,1,803,764
56553,0,37,31,149,149,1,22,24,1,9,4,2015,5,2015,1,2014,29,1,487,458
196832,0,41,30,149,149,1,22,35,1,7,9,2016,10,2016,6,2013,30,1,1217,1187
336762,0,38,30,149,149,0,22,22,0,3,5,2016,6,2016,12,2015,30,0,182,152
196787,0,37,30,149,149,1,4,24,1,9,10,2016,11,2016,8,2006,30,1,3734,3704
176464,0,40,30,149,149,1,15,40,0,9,12,2015,1,2016,7,2015,30,1,166,136
42330,0,34,30,149,149,1,22,31,1,9,12,2015,1,2016,2,2007,31,1,3284,3253
301967,0,37,30,149,149,1,13,29,1,9,8,2016,9,2016,11,2005,30,1,3973,3943
106681,0,34,30,149,149,1,22,30,1,9,1,2016,2,2016,10,2004,29,1,4145,4116
137026,0,37,30,149,149,1,5,36,0,9,10,2016,11,2016,11,2014,31,1,731,700
333545,0,41,30,99,99,1,5,24,0,7,10,2016,11,2016,3,2016,31,1,245,214
107671,0,40,30,149,149,1,13,25,0,3,3,2016,4,2016,9,2014,33,1,585,552
300737,0,37,30,149,149,1,18,25,1,9,2,2016,3,2016,7,2014,28,1,612,584
155289,0,37,30,149,149,1,5,32,0,9,10,2015,11,2015,6,2009,32,1,2340,2308
103045,0,24,30,149,149,1,5,23,0,9,3,2015,3,2015,7,2012,1,1,975,974
314559,0,37,31,149,149,1,4,28,1,9,3,2015,4,2015,8,2014,31,1,243,212
172292,0,38,30,149,149,0,9,20,0,9,11,2015,12,2015,6,2007,30,0,3095,3065
314746,0,35,7,0,0,0,22,44,0,9,6,2015,6,2015,4,2009,2,0,2259,2257
245659,0,27,30,149,149,1,22,19,1,9,2,2016,2,2016,1,2010,28,1,2225,2197
382855,0,40,30,149,149,1,22,22,0,3,5,2016,6,2016,7,2014,30,1,709,679
335033,0,39,30,149,149,1,13,23,0,9,8,2016,10,2016,1,2012,55,1,1736,1681
310930,0,40,30,149,149,1,15,28,1,9,2,2017,3,2017,10,2007,27,1,3441,3414
53576,0,39,30,149,149,1,13,38,0,9,10,2016,12,2016,7,2007,36,1,3426,3390
243712,0,41,30,149,119,1,13,47,0,7,5,2015,2,2016,11,2011,251,1,1531,1280
255968,0,41,30,149,149,1,13,45,1,7,11,2016,12,2016,6,2015,30,1,549,519
96166,0,41,30,99,99,1,12,41,1,7,1,2017,2,2017,2,2011,31,1,2203,2172
373046,0,37,30,149,149,1,4,41,0,9,9,2016,10,2016,9,2008,30,1,2933,2903
147124,0,41,30,149,149,1,13,34,0,7,7,2015,8,2015,7,2015,31,1,31,0
108054,0,37,30,149,149,1,12,55,0,3,7,2015,8,2015,6,2013,30,1,804,774
151809,0,38,30,149,149,0,4,28,1,9,11,2015,12,2015,6,2007,30,0,3120,3090
226418,0,41,30,99,99,1,13,25,1,7,3,2016,4,2016,1,2016,31,1,90,59
174575,0,39,31,149,149,1,12,38,1,9,1,2015,3,2015,6,2012,44,1,1005,961
85186,0,37,30,149,149,1,22,36,1,9,12,2015,1,2016,10,2008,33,1,2655,2622
292457,0,41,30,99,99,1,14,18,0,7,11,2016,12,2016,8,2016,30,1,121,91
177189,0,39,30,149,149,1,6,24,0,3,9,2015,11,2015,2,2013,59,1,1022,963
127217,0,37,30,149,149,1,13,26,0,7,2,2017,3,2017,12,2011,27,1,1905,1878
91274,0,40,30,149,149,1,9,33,1,9,7,2015,8,2015,3,2015,30,1,154,124
170566,0,40,30,149,149,1,7,29,1,3,4,2016,5,2016,2,2015,29,1,464,435
326676,0,40,30,149,149,1,5,37,1,9,4,2016,5,2016,3,2011,29,1,1866,1837
230837,0,34,0,0,149,1,4,29,1,9,9,2015,10,2015,8,2004,31,1,4089,4058
260697,0,38,30,149,149,0,14,26,0,9,2,2017,3,2017,12,2009,30,0,2648,2618
227412,0,39,0,0,149,1,13,31,0,9,4,2015,6,2015,8,2008,44,1,2495,2451
78289,0,38,30,149,149,0,22,47,0,9,1,2017,2,2017,8,2015,30,0,563,533
314084,0,41,0,0,149,1,1,0,1,7,4,2015,5,2015,9,2012,31,1,972,941
233924,0,34,0,0,149,1,4,43,0,9,7,2015,8,2015,1,2007,31,1,3148,3117
265453,0,40,30,149,149,1,13,24,0,9,10,2016,11,2016,2,2008,30,1,3210,3180
170655,0,38,30,149,149,0,22,30,0,9,6,2016,7,2016,1,2015,30,0,536,506
284789,0,37,31,149,149,1,4,27,0,3,4,2015,5,2015,3,2013,32,1,801,769
206515,0,40,30,149,149,1,15,50,1,9,9,2016,10,2016,10,2010,37,1,2201,2164
195468,0,37,30,149,149,1,13,30,1,3,3,2016,4,2016,5,2014,30,1,698,668
238065,0,39,30,149,149,1,5,36,1,9,7,2016,9,2016,2,2013,46,1,1310,1264
345028,0,39,31,149,149,1,14,46,1,9,2,2015,4,2015,7,2011,33,1,1345,1312
103791,0,41,30,129,129,1,22,31,1,7,2,2016,3,2016,4,2014,29,1,699,670
245937,0,39,30,149,149,1,15,30,0,9,10,2016,12,2016,7,2006,46,1,3796,3750
48620,0,41,30,149,149,1,21,32,1,7,5,2015,6,2015,12,2012,31,1,911,880
158250,0,39,30,149,149,1,6,31,0,9,10,2016,12,2016,7,2004,35,1,4521,4486
370511,0,36,30,180,180,0,4,27,1,4,6,2016,7,2016,12,2015,30,0,222,192
117122,0,38,30,149,149,0,5,23,0,9,11,2015,12,2015,9,2014,30,0,460,430
253892,0,41,30,129,129,1,15,23,0,7,2,2016,3,2016,10,2010,30,1,1978,1948
303897,0,37,30,149,149,1,13,28,0,9,6,2015,7,2015,9,2011,29,1,1414,1385
63257,0,37,30,149,149,1,5,24,0,3,6,2016,7,2016,3,2013,29,1,1206,1177
20956,0,37,31,149,149,1,11,42,1,9,4,2015,5,2015,8,2008,30,1,2477,2447
291065,0,39,31,149,149,1,5,24,0,9,3,2015,5,2015,6,2007,39,1,2893,2854
164193,0,40,30,149,149,1,22,26,0,9,12,2015,1,2016,8,2012,30,1,1252,1222
54659,0,41,30,99,99,1,12,22,0,7,11,2016,12,2016,3,2016,30,1,275,245
6580,0,34,30,149,149,1,21,45,0,9,1,2016,2,2016,10,2005,29,1,3776,3747
239968,0,39,30,149,149,1,13,21,0,3,9,2016,11,2016,9,2013,50,1,1165,1115
195851,0,41,30,129,129,1,12,22,1,7,5,2016,6,2016,12,2012,31,1,1256,1225
271045,0,39,30,149,149,1,15,32,1,3,12,2016,2,2017,12,2013,33,1,1133,1100
248307,0,39,30,149,149,1,5,25,1,3,12,2015,1,2016,10,2012,44,1,1186,1142
4204,0,41,30,99,99,1,4,25,1,7,11,2016,12,2016,11,2014,30,1,769,739
249747,0,37,30,149,149,1,4,32,1,9,10,2016,11,2016,6,2007,31,1,3450,3419
367194,0,39,0,0,149,1,13,29,0,9,4,2015,6,2015,6,2011,53,1,1472,1419
313017,0,33,0,0,149,1,22,45,1,9,8,2015,9,2015,6,2010,30,1,1922,1892
117340,0,41,30,149,119,1,4,37,0,7,5,2015,2,2016,8,2013,272,1,911,639
276116,0,37,30,149,149,1,5,37,1,9,11,2016,12,2016,2,2008,31,1,3199,3168
8772,0,40,30,149,149,1,10,30,1,9,12,2015,1,2016,4,2004,32,1,4311,4279
192355,0,27,30,149,149,1,4,40,0,9,11,2016,12,2016,8,2007,29,1,3393,3364
15791,0,39,30,149,149,1,22,25,0,9,8,2016,10,2016,2,2010,33,1,2426,2393
33832,0,33,30,149,149,1,11,24,1,9,2,2016,3,2016,2,2010,31,1,2234,2203
308424,0,41,30,149,149,1,11,22,1,7,3,2016,4,2016,4,2013,31,1,1095,1064
93815,0,40,30,149,149,1,13,50,1,9,4,2016,5,2016,7,2013,29,1,1037,1008
315484,0,40,31,149,149,1,13,40,0,9,4,2015,5,2015,5,2012,29,1,1075,1046
13115,0,34,30,149,149,1,16,29,0,9,11,2016,12,2016,9,2007,31,1,3384,3353
357727,0,37,31,149,149,1,5,21,1,9,4,2015,5,2015,7,2012,30,1,1044,1014
56665,0,41,30,149,149,1,13,20,1,7,11,2015,12,2015,3,2014,36,1,640,604
311678,0,40,30,149,149,1,5,26,0,3,5,2015,6,2015,5,2012,31,1,1140,1109
37583,0,41,30,149,149,1,5,51,0,7,8,2015,9,2015,4,2011,32,1,1614,1582
135240,0,37,30,149,149,1,15,32,1,9,11,2015,12,2015,3,2005,29,1,3937,3908
321794,0,40,30,149,149,1,6,53,0,9,2,2017,3,2017,1,2008,27,1,3352,3325
308530,0,40,30,149,149,1,13,34,0,9,2,2016,2,2016,5,2008,28,1,2851,2823
307210,0,39,30,149,149,1,5,21,1,9,7,2015,9,2015,4,2012,43,1,1233,1190
372759,0,33,30,149,149,1,5,43,1,9,3,2016,4,2016,11,2010,30,1,2007,1977
149002,0,41,30,99,99,1,1,0,1,7,10,2016,12,2016,12,2011,63,1,1804,1741
177115,0,39,30,149,149,1,15,31,1,9,12,2016,2,2017,7,2007,52,1,3512,3460
124076,0,39,30,149,149,1,6,67,0,3,8,2015,10,2015,2,2013,57,1,983,926
146945,0,39,30,149,149,1,15,39,1,9,10,2016,12,2016,9,2007,48,1,3394,3346
263203,0,41,30,129,129,1,4,42,0,7,6,2015,7,2015,2,2011,31,1,1611,1580
324859,0,36,30,150,150,0,13,22,1,9,8,2015,9,2015,7,2015,37,0,61,24
327380,0,41,30,99,99,1,5,27,1,7,11,2016,12,2016,10,2012,30,1,1536,1506
333464,0,39,31,149,149,1,15,26,1,9,2,2015,4,2015,3,2006,47,1,3328,3281
160221,0,38,30,149,149,0,13,23,1,9,3,2016,4,2016,12,2012,30,0,1220,1190
233782,0,40,31,149,149,1,5,23,1,9,2,2015,3,2015,10,2005,27,1,3427,3400
319202,0,38,30,149,149,0,13,47,0,9,2,2015,3,2015,6,2014,30,0,264,234
172742,0,37,30,149,149,1,4,28,1,9,2,2017,3,2017,7,2005,27,1,4251,4224
50640,0,38,14,0,0,0,4,20,0,9,9,2015,10,2015,7,2009,14,0,2281,2267
33284,0,37,30,149,149,1,4,24,0,9,12,2016,1,2017,7,2009,30,1,2741,2711
196936,0,33,0,0,149,1,12,31,1,9,10,2015,11,2015,10,2005,30,1,3694,3664
197379,0,39,30,149,149,1,4,27,1,7,1,2016,3,2016,10,2011,44,1,1602,1558
311857,0,34,30,149,149,1,13,30,0,9,12,2015,1,2016,6,2007,31,1,3144,3113
16750,0,37,30,149,149,1,22,22,0,9,2,2017,3,2017,6,2015,32,1,623,591
99869,0,40,30,149,149,1,13,50,0,9,1,2017,2,2017,8,2010,31,1,2381,2350
190772,0,41,30,129,129,1,5,30,0,7,12,2015,1,2016,1,2012,32,1,1451,1419
154760,0,39,31,149,149,1,4,37,1,9,2,2015,4,2015,7,2004,36,1,3905,3869
225690,0,36,30,150,150,0,5,26,0,4,2,2016,3,2016,2,2016,30,0,34,4
385775,0,36,30,180,180,1,13,29,1,9,11,2016,12,2016,8,2010,29,1,2313,2284
3250,0,39,30,149,149,1,15,30,1,9,8,2015,10,2015,5,2007,45,1,3073,3028
277261,0,38,30,149,149,0,13,17,0,9,1,2016,2,2016,2,2013,30,0,1089,1059
43082,0,41,30,99,99,1,13,26,1,7,8,2016,9,2016,2,2016,31,1,212,181
210390,0,37,30,149,149,1,22,24,1,3,9,2015,10,2015,6,2012,29,1,1230,1201
330997,0,36,30,180,180,0,13,34,1,9,5,2016,6,2016,10,2007,30,0,3160,3130
245801,0,39,30,149,149,1,4,27,0,4,9,2016,11,2016,2,2016,55,1,279,224
268350,0,34,0,0,149,1,13,26,0,9,10,2015,11,2015,11,2005,30,1,3676,3646
331888,0,41,30,149,149,1,9,0,1,7,2,2015,3,2015,7,2014,28,1,242,214
259801,0,41,30,149,149,1,5,36,0,7,5,2015,6,2015,3,2012,31,1,1192,1161
83930,0,41,30,99,99,1,1,30,0,7,8,2016,9,2016,6,2016,31,1,91,60
204215,0,40,30,149,149,1,13,25,0,3,9,2015,10,2015,3,2013,29,1,950,921
306903,0,33,0,0,149,1,5,30,0,9,3,2015,4,2015,3,2005,30,1,3694,3664
360440,0,41,30,149,119,1,14,28,1,7,5,2015,6,2015,2,2013,30,1,866,836
54176,0,37,30,149,149,1,21,36,1,3,9,2015,10,2015,1,2014,29,1,635,606
95539,0,34,30,149,149,1,15,28,1,9,11,2015,12,2015,11,2006,31,1,3323,3292
201601,0,41,30,149,149,1,13,20,0,7,1,2017,2,2017,12,2015,31,1,427,396
316166,0,40,30,149,149,1,14,45,1,3,12,2016,1,2017,10,2013,30,1,1208,1178
289859,0,41,30,99,99,1,4,23,0,7,4,2016,5,2016,7,2014,30,1,655,625
299311,0,40,30,149,149,1,5,28,0,9,8,2015,9,2015,2,2013,31,1,940,909
346552,0,31,30,149,149,1,15,21,0,3,1,2016,2,2016,12,2013,29,1,811,782
177304,0,41,30,149,149,1,13,28,0,7,9,2015,9,2016,8,2013,365,1,1130,765
276890,0,41,30,149,149,1,13,23,1,7,2,2015,3,2015,5,2013,28,1,669,641
62724,0,34,30,149,149,1,13,36,0,9,1,2016,2,2016,8,2004,29,1,4229,4200
366469,0,40,30,149,149,1,15,24,0,3,2,2017,3,2017,5,2014,33,1,1037,1004
161047,0,34,30,149,149,1,22,30,1,9,4,2016,7,2016,5,2005,72,1,4067,3995
278293,0,31,30,149,149,1,14,41,0,9,3,2016,4,2016,3,2007,30,1,3335,3305
168923,0,37,30,149,149,1,4,55,0,9,11,2015,12,2015,12,2012,30,1,1095,1065
296065,0,28,30,150,150,0,5,17,1,3,10,2015,11,2015,2,2014,30,0,634,604
244123,0,41,30,149,149,1,5,0,0,7,3,2015,4,2015,11,2014,31,1,150,119
25006,0,34,0,0,149,1,6,25,1,9,9,2015,10,2015,3,2010,31,1,2056,2025
80634,0,41,30,129,129,1,13,52,0,7,7,2015,7,2015,3,2011,0,0,1567,1567
303936,0,36,30,180,180,1,1,31,1,3,11,2016,12,2016,5,2016,29,1,236,207
69439,0,41,30,129,129,1,13,32,1,7,3,2016,5,2016,1,2011,31,1,1918,1887
319843,0,34,30,149,149,1,13,41,0,3,12,2016,1,2017,9,2014,31,1,871,840
271086,0,31,0,0,149,1,13,23,1,3,7,2015,8,2015,5,2012,31,1,1204,1173
200682,0,40,30,149,149,1,5,25,0,9,2,2017,3,2017,1,2011,27,1,2236,2209
204121,0,38,30,149,149,0,22,16,1,3,8,2016,9,2016,4,2013,30,0,1234,1204
382603,0,31,30,149,149,1,15,20,0,9,1,2016,2,2016,9,2008,29,1,2731,2702
254896,0,40,30,149,149,1,6,40,0,3,9,2016,10,2016,1,2013,29,1,1360,1331
235176,0,40,30,149,149,1,14,35,1,9,11,2015,12,2015,6,2007,29,1,3100,3071
263758,0,40,31,149,149,1,4,30,1,9,5,2015,6,2015,9,2009,33,1,2109,2076
19000,0,39,30,149,149,1,15,25,1,9,12,2015,2,2016,10,2014,67,1,484,417
390465,0,39,31,149,149,1,15,32,1,9,1,2015,3,2015,1,2006,41,1,3355,3314
274615,0,33,30,149,149,1,14,27,0,9,1,2016,2,2016,10,2005,29,1,3780,3751
124753,0,39,31,149,149,1,6,26,1,9,3,2015,5,2015,10,2008,50,1,2411,2361
148432,0,37,30,149,149,1,5,51,0,9,12,2016,1,2017,12,2008,32,1,2955,2923
346778,0,31,30,149,149,1,14,23,1,9,10,2016,11,2016,11,2008,30,1,2922,2892
236168,0,40,31,149,149,1,4,25,1,9,3,2015,4,2015,4,2006,30,1,3300,3270
102127,0,34,30,149,149,1,14,31,0,9,12,2016,1,2017,12,2005,31,1,4051,4020
226316,0,40,30,149,149,1,4,58,1,3,3,2016,4,2016,4,2015,30,1,374,344
116474,0,38,0,0,149,0,17,19,1,9,5,2015,6,2015,5,2011,30,0,1480,1450
97761,0,41,30,129,129,1,5,26,0,7,11,2015,12,2015,10,2010,31,1,1887,1856
66751,0,38,30,149,149,0,15,19,1,3,11,2015,12,2015,2,2013,30,0,1055,1025
234067,0,39,30,149,149,1,13,28,0,9,9,2016,11,2016,2,2010,39,1,2472,2433
61219,0,37,30,149,149,1,5,40,0,3,9,2016,10,2016,1,2015,29,1,644,615
109981,0,36,30,150,150,0,13,25,1,9,11,2015,12,2015,7,2007,30,0,3067,3037
38341,0,41,30,149,149,1,22,28,1,7,3,2016,4,2016,3,2012,32,1,1492,1460
112500,0,34,0,0,149,1,5,23,1,9,6,2015,7,2015,12,2010,31,1,1693,1662
269470,0,36,30,180,180,1,4,23,1,3,2,2017,3,2017,7,2012,27,1,1714,1687
199664,0,38,30,149,149,0,5,22,0,9,4,2016,5,2016,2,2005,30,0,4124,4094
376439,0,41,30,99,99,1,1,20,1,7,1,2017,2,2017,1,2014,31,1,1128,1097
347153,0,40,30,149,149,1,13,43,1,9,11,2016,12,2016,5,2015,35,1,557,522
372363,0,40,30,149,149,1,4,31,0,9,5,2016,6,2016,7,2011,34,1,1796,1762
347098,0,39,30,149,149,1,6,21,0,9,1,2016,3,2016,2,2014,47,1,774,727
29644,0,34,30,149,149,1,13,49,0,9,7,2016,8,2016,8,2009,31,1,2572,2541
326974,0,36,30,180,180,1,5,21,0,4,1,2017,2,2017,12,2016,30,1,64,34
109780,0,34,0,0,149,1,4,28,1,9,9,2015,10,2015,1,2014,31,1,641,610
350280,0,36,30,180,180,0,13,25,1,9,4,2016,5,2016,9,2014,31,0,616,585
317746,0,34,30,149,149,1,6,38,1,9,2,2016,3,2016,4,2006,31,1,3643,3612
327588,0,39,30,149,149,1,22,24,0,3,7,2015,9,2015,6,2012,44,1,1184,1140
218358,0,41,30,100,100,1,13,62,1,7,2,2017,3,2017,1,2017,28,1,58,30
374893,0,37,30,149,149,1,5,25,0,9,8,2016,9,2016,8,2012,32,1,1493,1461
96338,0,39,30,149,149,1,7,56,0,9,11,2016,1,2017,6,2013,32,1,1285,1253
74032,0,34,0,0,149,1,15,31,0,9,10,2015,11,2015,2,2007,30,1,3211,3181
111129,0,41,30,129,129,1,15,30,1,7,11,2016,2,2017,11,2010,90,1,2281,2191
238456,0,41,30,149,149,1,5,46,1,7,3,2015,10,2015,4,2013,212,1,910,698
274634,0,41,30,149,149,1,15,21,1,7,3,2016,4,2016,5,2013,31,1,1065,1034
86424,0,39,30,149,149,1,18,26,1,4,10,2016,12,2016,5,2016,57,1,240,183
31791,0,39,30,149,149,1,15,29,0,9,9,2015,11,2015,7,2011,56,1,1584,1528
360780,0,34,0,0,149,1,12,28,0,9,3,2015,4,2015,12,2005,30,1,3428,3398
237448,0,40,30,149,149,1,4,60,0,9,1,2016,2,2016,6,2008,30,1,2788,2758
81555,0,34,30,149,149,1,4,32,0,9,2,2016,3,2016,10,2005,31,1,3809,3778
241660,0,40,30,149,149,1,13,29,1,3,6,2015,7,2015,12,2013,30,1,577,547
105737,0,41,30,149,149,1,6,21,1,7,12,2015,1,2016,9,2015,31,1,121,90
390393,0,33,30,149,149,1,9,27,1,9,5,2016,6,2016,8,2006,30,1,3619,3589
334637,0,37,30,149,149,1,4,23,0,3,9,2015,10,2015,2,2013,29,1,994,965
21055,0,38,30,149,149,0,4,40,0,9,1,2015,2,2015,2,2007,30,0,2939,2909
79784,0,39,30,149,149,1,15,22,0,9,7,2015,9,2015,3,2013,55,1,913,858
189363,0,39,30,149,149,1,13,27,0,9,10,2016,12,2016,2,2009,48,1,2854,2806
69645,0,38,30,149,149,0,11,21,1,3,7,2016,8,2016,12,2013,30,0,999,969
353154,0,41,30,149,149,1,6,0,0,7,7,2015,8,2015,1,2014,31,1,576,545
67246,0,40,30,149,149,1,4,27,0,9,5,2016,6,2016,5,2008,34,1,2952,2918
61404,0,40,30,149,149,1,5,61,1,9,2,2017,3,2017,5,2014,35,1,1016,981
156025,0,40,30,149,149,1,15,36,0,9,10,2015,11,2015,6,2014,30,0,495,465
267165,0,37,30,149,149,1,4,31,1,3,7,2015,8,2015,9,2014,30,1,341,311
308687,0,40,30,149,149,1,15,26,1,9,11,2015,12,2015,2,2008,29,1,2866,2837
305279,0,40,30,149,149,1,4,27,0,9,1,2017,1,2017,10,2009,30,1,2670,2640
307818,0,41,30,149,149,1,14,26,1,7,1,2015,2,2015,9,2014,31,1,152,121
299021,0,40,30,149,149,1,15,21,1,9,2,2017,3,2017,7,2009,10,0,2785,2775
152379,0,33,30,149,149,1,15,38,1,9,1,2017,2,2017,12,2007,28,1,3348,3320
117444,0,31,30,149,149,1,5,48,1,9,1,2016,2,2016,5,2007,29,1,3220,3191
236258,0,41,30,149,149,1,14,26,1,7,7,2015,8,2015,5,2013,31,1,821,790
116108,0,41,30,149,149,1,13,37,1,7,2,2016,3,2016,2,2014,29,1,758,729
345331,0,41,30,149,149,1,13,22,1,7,5,2015,6,2015,6,2013,31,1,730,699
75825,0,41,30,149,149,1,9,21,0,7,11,2016,12,2016,9,2014,30,1,821,791
321423,0,38,30,149,149,0,15,23,0,9,3,2015,4,2015,4,2014,30,0,374,344
244416,0,33,0,0,149,1,15,36,1,9,8,2015,9,2015,7,2011,30,1,1544,1514
199240,0,31,0,0,149,1,14,40,0,9,8,2015,9,2015,4,2012,30,1,1275,1245
28805,0,39,0,0,149,1,13,25,0,3,4,2015,6,2015,11,2012,52,1,935,883
39955,0,40,31,149,149,1,6,34,0,9,3,2015,4,2015,8,2005,30,1,3508,3478
186701,0,41,30,149,119,1,14,33,0,7,2,2015,3,2015,2,2012,29,1,1133,1104
100098,0,39,31,149,149,1,14,20,0,9,2,2015,4,2015,8,2012,53,1,990,937
341861,0,37,30,149,149,1,6,21,1,9,11,2016,12,2016,8,2015,29,1,477,448
342518,0,38,30,149,149,0,15,18,0,3,3,2016,4,2016,7,2015,30,0,252,222
289829,0,31,30,149,149,1,6,54,1,9,6,2016,7,2016,12,2010,31,1,2050,2019
137447,0,40,30,149,149,1,5,24,0,3,9,2016,10,2016,12,2013,29,1,1041,1012
269387,0,39,30,149,149,1,8,36,1,9,11,2016,1,2017,10,2011,44,1,1910,1866
106532,0,39,30,149,149,1,15,19,1,9,8,2016,10,2016,5,2008,58,1,3085,3027
152330,0,33,0,0,149,1,6,32,0,9,7,2015,8,2015,10,2006,31,1,3243,3212
383393,0,40,30,149,149,1,22,39,0,3,1,2017,2,2017,9,2013,30,1,1258,1228
106065,0,41,30,99,99,1,4,30,0,7,3,2016,4,2016,8,2011,31,1,1711,1680
236687,0,31,30,149,149,1,22,18,0,9,11,2015,12,2015,9,2007,31,1,3029,2998
214439,0,34,0,0,149,1,15,39,0,9,3,2015,4,2015,10,2004,30,1,3846,3816
114982,0,40,30,149,149,1,13,38,1,3,11,2015,11,2015,4,2015,29,1,214,185
356706,0,38,30,149,149,0,15,21,0,9,1,2016,2,2016,9,2015,30,0,150,120
111594,0,38,30,149,149,0,15,19,0,9,7,2015,8,2015,1,2014,30,0,590,560
280113,0,37,30,149,149,1,5,47,0,9,12,2016,1,2017,12,2013,31,1,1128,1097
315786,0,37,30,149,149,1,4,21,0,9,5,2016,6,2016,4,2007,39,1,3362,3323
333225,0,31,30,149,149,1,15,33,0,9,11,2016,12,2016,10,2005,31,1,4086,4055
114076,0,41,30,99,99,1,4,27,1,7,12,2016,1,2017,10,2013,31,1,1188,1157
211542,0,40,30,149,149,1,13,22,0,9,11,2016,12,2016,4,2011,31,1,2068,2037
63748,0,40,30,149,149,1,5,36,0,9,1,2017,2,2017,8,2009,30,1,2734,2704
337897,0,39,30,149,149,1,22,26,1,9,11,2015,12,2015,4,2014,33,1,605,572
346303,0,40,30,149,149,1,15,25,0,3,11,2016,12,2016,7,2013,30,1,1248,1218
45461,0,38,30,149,149,0,5,25,0,3,4,2016,5,2016,12,2014,30,0,531,501
13372,0,34,30,149,149,1,13,32,1,9,12,2016,1,2017,10,2006,31,1,3759,3728
207192,0,40,30,149,149,1,4,0,1,3,2,2017,3,2017,4,2014,27,1,1065,1038
366316,0,37,30,149,149,1,13,27,1,4,8,2016,9,2016,8,2016,31,1,39,8
236032,0,38,30,149,149,0,13,27,1,9,4,2016,5,2016,3,2008,30,0,2968,2938
95804,0,38,30,149,149,0,13,22,1,9,4,2016,5,2016,7,2008,30,0,2870,2840
20078,0,29,30,180,180,0,15,34,0,9,11,2016,12,2016,2,2007,30,0,3591,3561
312851,0,38,30,149,149,0,5,19,1,9,6,2015,7,2015,3,2013,30,0,837,807
320466,0,33,30,149,149,1,4,25,0,9,5,2016,6,2016,1,2010,30,1,2344,2314
20066,0,41,30,149,119,1,5,45,0,7,1,2015,2,2015,3,2014,31,1,336,305
168255,0,40,30,149,149,1,13,22,1,9,12,2015,12,2015,2,2007,30,1,3251,3221
246890,0,41,30,149,149,1,13,36,1,7,1,2015,2,2015,1,2014,31,1,395,364
51773,0,40,30,149,149,1,13,0,1,9,12,2016,1,2017,8,2016,33,1,150,117
116641,0,34,30,149,149,1,22,36,1,9,10,2016,11,2016,7,2004,30,1,4535,4505
111253,0,41,0,0,149,1,12,31,1,7,5,2015,6,2015,12,2010,31,1,1626,1595
28345,0,36,30,180,180,1,15,35,0,9,11,2016,12,2016,11,2004,29,1,4399,4370
140494,0,39,31,149,149,1,5,27,1,9,2,2015,4,2015,11,2011,58,1,1247,1189
362806,0,40,30,149,149,1,13,41,1,9,10,2015,11,2015,10,2005,33,1,3684,3651
328195,0,40,30,149,149,1,5,34,0,9,12,2015,1,2016,3,2011,30,1,1744,1714
229564,0,37,31,149,149,1,13,28,0,9,3,2015,4,2015,2,2014,32,1,426,394
311110,0,40,31,149,149,1,15,24,1,3,1,2015,2,2015,10,2014,37,1,130,93
159131,0,41,30,149,149,1,1,30,0,7,7,2015,8,2015,11,2014,31,1,272,241
364339,0,40,30,149,149,1,13,34,1,9,5,2016,6,2016,2,2010,34,1,2299,2265
320885,0,39,30,149,149,1,13,28,0,9,5,2015,7,2015,10,2011,44,1,1371,1327
88321,0,41,30,149,149,1,5,21,0,7,2,2016,3,2016,1,2014,29,1,789,760
279484,0,41,30,129,129,1,15,56,0,7,4,2016,5,2016,6,2011,31,1,1796,1765
212875,0,39,31,149,149,1,15,32,0,9,1,2015,3,2015,5,2005,31,1,3567,3536
209899,0,41,30,149,149,1,1,41,1,7,1,2016,2,2016,4,2013,29,1,1036,1007
136021,0,19,30,149,149,1,13,31,0,9,11,2016,1,2017,8,2005,58,1,4195,4137
66,0,31,30,149,149,1,13,26,1,9,3,2016,5,2016,1,2008,34,1,3028,2994
37105,0,41,30,99,99,1,6,36,1,7,2,2016,3,2016,12,2015,29,1,91,62
94516,0,27,31,149,149,1,22,23,0,9,3,2015,4,2015,2,2007,32,1,2984,2952
385439,0,29,30,180,180,0,4,22,1,4,8,2016,9,2016,3,2016,30,0,183,153
